Produto,Categoria do Produto,Quantidade,Preço Unitário,Nome da Loja,Forma de Pagamento,Estado da Loja,Cidade da Loja,Preço Total
Laptop,Acessórios,2,4869.72,Loja Leste,Crédito,RS,São Paulo,9739.44
Monitor,Informática,4,2026.88,Loja Leste,Débito,RJ,Rio de Janeiro,8107.52
Monitor,Eletrônicos,3,1139.2,Loja Oeste,Boleto,MG,Salvador,3417.6000000000004
Mouse,Acessórios,9,875.67,Loja Centro,Boleto,BA,Rio de Janeiro,7881.03
Smartwatch,Periféricos,2,906.55,Loja Centro,Débito,RS,Rio de Janeiro,1813.1
Headset,Acessórios,7,1003.36,Loja Centro,Débito,RS,Belo Horizonte,7023.52
Headset,Informática,3,3823.22,Loja Leste,Crédito,SP,São Paulo,11469.66
Laptop,Periféricos,8,352.09,Loja Leste,Boleto,RS,Belo Horizonte,2816.72
Headset,Eletrônicos,4,4987.14,Loja Norte,Débito,SP,Belo Horizonte,19948.56
Mouse,Periféricos,4,2637.3,Loja Centro,Boleto,SP,Belo Horizonte,10549.2
Teclado,Periféricos,9,2744.15,Loja Leste,Boleto,BA,Porto Alegre,24697.350000000002
Headset,Informática,3,1819.94,Loja Leste,Débito,RJ,Rio de Janeiro,5459.82
Monitor,Acessórios,7,3466.76,Loja Centro,Boleto,RJ,Belo Horizonte,24267.32
Teclado,Eletrônicos,1,2383.71,Loja Centro,Crédito,RS,Porto Alegre,2383.71
Headset,Periféricos,7,1678.85,Loja Leste,Débito,MG,Porto Alegre,11751.949999999999
Monitor,Informática,2,1362.44,Loja Oeste,Boleto,MG,São Paulo,2724.88
Monitor,Acessórios,6,4631.97,Loja Leste,Débito,SP,Rio de Janeiro,27791.82
Tablet,Periféricos,9,1490.4,Loja Norte,Débito,RS,Salvador,13413.6
Smartphone,Informática,6,2210.15,Loja Sul,Boleto,RS,Rio de Janeiro,13260.900000000001
Laptop,Informática,3,1784.19,Loja Centro,Crédito,RJ,Porto Alegre,5352.57
Mouse,Informática,1,476.59,Loja Norte,Débito,MG,Rio de Janeiro,476.59
Impressora,Eletrônicos,4,970.38,Loja Oeste,Boleto,BA,São Paulo,3881.52
Smartwatch,Acessórios,4,988.03,Loja Sul,Débito,RS,Rio de Janeiro,3952.12
Headset,Periféricos,8,3483.57,Loja Leste,Débito,RS,Porto Alegre,27868.56
Headset,Acessórios,7,2062.6,Loja Centro,Boleto,RJ,Porto Alegre,14438.199999999999
Teclado,Acessórios,7,3920.74,Loja Leste,Crédito,BA,Belo Horizonte,27445.18
Teclado,Periféricos,7,3559.31,Loja Norte,Boleto,BA,Porto Alegre,24915.17
Smartwatch,Acessórios,2,1000.65,Loja Centro,Débito,BA,São Paulo,2001.3
Headset,Eletrônicos,9,2836.44,Loja Leste,Crédito,BA,Porto Alegre,25527.96
Webcam,Periféricos,6,3727.4,Loja Centro,Crédito,MG,Rio de Janeiro,22364.4
Mouse,Periféricos,2,3183.56,Loja Norte,Crédito,SP,Salvador,6367.12
Headset,Informática,1,3020.08,Loja Leste,Crédito,BA,Porto Alegre,3020.08
Smartphone,Acessórios,1,3711.07,Loja Sul,Débito,SP,São Paulo,3711.07
Smartwatch,Periféricos,1,331.06,Loja Oeste,Boleto,SP,São Paulo,331.06
Webcam,Periféricos,4,3670.54,Loja Leste,Boleto,RJ,São Paulo,14682.16
Mouse,Eletrônicos,4,1399.64,Loja Centro,Crédito,BA,São Paulo,5598.56
Headset,Informática,9,2880.77,Loja Leste,Crédito,MG,Rio de Janeiro,25926.93
Impressora,Periféricos,1,1249.41,Loja Centro,Boleto,RJ,Belo Horizonte,1249.41
Tablet,Eletrônicos,3,4202.15,Loja Norte,Crédito,RJ,Salvador,12606.449999999999
Smartphone,Periféricos,3,2428.77,Loja Oeste,Boleto,SP,Belo Horizonte,7286.3099999999995
Impressora,Periféricos,8,3232.56,Loja Centro,Boleto,RS,Belo Horizonte,25860.48
Teclado,Periféricos,2,3980.71,Loja Leste,Crédito,MG,Belo Horizonte,7961.42
Teclado,Eletrônicos,6,4481.81,Loja Norte,Boleto,BA,Rio de Janeiro,26890.86
Headset,Acessórios,4,3673.71,Loja Sul,Boleto,BA,Salvador,14694.84
Teclado,Periféricos,6,786.4,Loja Leste,Boleto,MG,Porto Alegre,4718.4
Smartphone,Periféricos,5,4279.94,Loja Oeste,Crédito,BA,Porto Alegre,21399.699999999997
Mouse,Acessórios,9,3111.96,Loja Norte,Débito,RS,Salvador,28007.64
Monitor,Periféricos,9,3066.78,Loja Leste,Débito,RS,Salvador,27601.02
Laptop,Informática,1,4610.64,Loja Centro,Débito,BA,São Paulo,4610.64
Smartwatch,Periféricos,3,1281.72,Loja Centro,Débito,RJ,Belo Horizonte,3845.16
Mouse,Informática,1,1235.96,Loja Centro,Débito,BA,São Paulo,1235.96
Monitor,Acessórios,6,2590.31,Loja Leste,Crédito,BA,Rio de Janeiro,15541.86
Webcam,Eletrônicos,3,3766.77,Loja Oeste,Crédito,MG,Rio de Janeiro,11300.31
Smartphone,Acessórios,1,2263.84,Loja Centro,Débito,RS,Salvador,2263.84
Impressora,Periféricos,6,3187.76,Loja Leste,Débito,RJ,Rio de Janeiro,19126.56
Monitor,Informática,5,2290.0,Loja Leste,Boleto,MG,Salvador,11450.0
Smartphone,Eletrônicos,8,3071.42,Loja Oeste,Boleto,MG,Porto Alegre,24571.36
Tablet,Periféricos,2,4120.2,Loja Norte,Boleto,RJ,Belo Horizonte,8240.4
Impressora,Eletrônicos,8,943.36,Loja Norte,Débito,RJ,Rio de Janeiro,7546.88
Teclado,Eletrônicos,5,3492.12,Loja Leste,Débito,MG,São Paulo,17460.6
Teclado,Periféricos,8,3947.76,Loja Norte,Crédito,BA,Rio de Janeiro,31582.08
Impressora,Acessórios,4,2263.2,Loja Sul,Boleto,RJ,Belo Horizonte,9052.8
Webcam,Periféricos,4,1650.01,Loja Oeste,Boleto,SP,Rio de Janeiro,6600.04
Webcam,Periféricos,4,117.04,Loja Leste,Crédito,RJ,Salvador,468.16
Webcam,Acessórios,6,3995.67,Loja Norte,Crédito,MG,Rio de Janeiro,23974.02
Monitor,Informática,4,1673.3,Loja Norte,Crédito,SP,Porto Alegre,6693.2
Smartwatch,Periféricos,9,1818.68,Loja Oeste,Boleto,MG,Porto Alegre,16368.12
Monitor,Eletrônicos,9,1713.23,Loja Centro,Crédito,RS,Rio de Janeiro,15419.07
Headset,Periféricos,3,2518.76,Loja Norte,Débito,RS,São Paulo,7556.280000000001
Laptop,Periféricos,7,3527.37,Loja Oeste,Débito,BA,Rio de Janeiro,24691.59
Impressora,Eletrônicos,5,3870.72,Loja Centro,Débito,RJ,Salvador,19353.6
Mouse,Acessórios,9,1993.23,Loja Leste,Crédito,MG,Salvador,17939.07
Laptop,Informática,2,3332.36,Loja Centro,Boleto,SP,Salvador,6664.72
Tablet,Informática,3,3617.39,Loja Norte,Boleto,RJ,São Paulo,10852.17
Monitor,Eletrônicos,5,1519.74,Loja Leste,Crédito,BA,Porto Alegre,7598.7
Monitor,Acessórios,5,528.28,Loja Leste,Crédito,MG,Salvador,2641.3999999999996
Smartphone,Periféricos,7,4478.6,Loja Centro,Boleto,MG,Salvador,31350.200000000004
Laptop,Periféricos,8,3401.72,Loja Leste,Débito,RS,Rio de Janeiro,27213.76
Smartphone,Periféricos,8,3258.15,Loja Centro,Débito,BA,Porto Alegre,26065.2
Mouse,Periféricos,1,341.57,Loja Centro,Boleto,MG,Salvador,341.57
Smartphone,Periféricos,1,4098.47,Loja Centro,Crédito,RS,Salvador,4098.47
Laptop,Eletrônicos,3,2851.97,Loja Oeste,Débito,RS,Rio de Janeiro,8555.91
Impressora,Periféricos,1,4247.03,Loja Norte,Débito,SP,Rio de Janeiro,4247.03
Tablet,Periféricos,1,4874.08,Loja Leste,Débito,BA,Belo Horizonte,4874.08
Monitor,Acessórios,8,4787.65,Loja Sul,Crédito,BA,Rio de Janeiro,38301.2
Mouse,Periféricos,1,4287.64,Loja Norte,Crédito,MG,Rio de Janeiro,4287.64
Monitor,Informática,9,104.19,Loja Sul,Débito,SP,Belo Horizonte,937.71
Headset,Eletrônicos,2,4434.35,Loja Centro,Crédito,RJ,Salvador,8868.7
Tablet,Eletrônicos,9,421.56,Loja Leste,Boleto,MG,Rio de Janeiro,3794.04
Smartwatch,Eletrônicos,7,4263.41,Loja Norte,Crédito,RS,São Paulo,29843.87
Smartphone,Informática,9,1436.86,Loja Sul,Boleto,RJ,Belo Horizonte,12931.74
Teclado,Periféricos,3,3069.84,Loja Sul,Débito,RJ,Belo Horizonte,9209.52
Laptop,Eletrônicos,1,238.44,Loja Sul,Débito,MG,Salvador,238.44
Monitor,Informática,1,3867.35,Loja Norte,Boleto,SP,Rio de Janeiro,3867.35
Smartphone,Acessórios,6,602.95,Loja Oeste,Débito,BA,São Paulo,3617.7000000000003
Mouse,Periféricos,7,2082.91,Loja Centro,Débito,SP,Salvador,14580.369999999999
Monitor,Informática,9,4096.36,Loja Leste,Débito,MG,Rio de Janeiro,36867.24
Smartwatch,Periféricos,6,3491.98,Loja Sul,Crédito,BA,Salvador,20951.88
Tablet,Acessórios,5,79.91,Loja Norte,Crédito,RJ,Belo Horizonte,399.54999999999995
Tablet,Informática,2,2045.01,Loja Sul,Boleto,RS,Belo Horizonte,4090.02
Monitor,Periféricos,2,257.54,Loja Norte,Boleto,SP,Rio de Janeiro,515.08
Mouse,Informática,8,3383.82,Loja Oeste,Crédito,BA,Salvador,27070.56
Tablet,Eletrônicos,1,4846.3,Loja Sul,Débito,SP,Rio de Janeiro,4846.3
Tablet,Periféricos,8,3293.54,Loja Sul,Crédito,BA,Porto Alegre,26348.32
Smartwatch,Informática,7,1160.64,Loja Leste,Débito,RS,Rio de Janeiro,8124.4800000000005
Laptop,Eletrônicos,7,1808.4,Loja Norte,Boleto,MG,Porto Alegre,12658.800000000001
Mouse,Acessórios,5,4884.42,Loja Norte,Boleto,MG,Belo Horizonte,24422.1
Mouse,Periféricos,3,1159.06,Loja Oeste,Boleto,BA,São Paulo,3477.18
Impressora,Periféricos,7,2829.57,Loja Sul,Crédito,BA,Belo Horizonte,19806.99
Impressora,Acessórios,7,2032.25,Loja Leste,Crédito,MG,São Paulo,14225.75
Tablet,Eletrônicos,7,3853.16,Loja Centro,Débito,RJ,Salvador,26972.12
Teclado,Acessórios,2,4343.58,Loja Leste,Boleto,RJ,São Paulo,8687.16
Impressora,Periféricos,3,1737.14,Loja Leste,Débito,RJ,Salvador,5211.42
Tablet,Informática,3,3318.96,Loja Leste,Débito,RS,Porto Alegre,9956.880000000001
Webcam,Eletrônicos,4,2767.79,Loja Leste,Crédito,BA,Salvador,11071.16
Headset,Eletrônicos,9,1428.3,Loja Sul,Crédito,SP,Rio de Janeiro,12854.699999999999
Headset,Eletrônicos,1,1396.11,Loja Leste,Débito,SP,Rio de Janeiro,1396.11
Mouse,Acessórios,7,2716.23,Loja Norte,Débito,BA,Rio de Janeiro,19013.61
Teclado,Acessórios,7,812.31,Loja Norte,Débito,MG,Belo Horizonte,5686.17
Smartwatch,Informática,4,4063.51,Loja Leste,Crédito,BA,Rio de Janeiro,16254.04
Laptop,Informática,1,391.57,Loja Norte,Débito,RJ,Salvador,391.57
Impressora,Eletrônicos,3,518.14,Loja Sul,Crédito,RJ,Salvador,1554.42
Webcam,Informática,5,1744.02,Loja Centro,Boleto,SP,Salvador,8720.1
Tablet,Acessórios,2,634.55,Loja Leste,Boleto,BA,Rio de Janeiro,1269.1
Teclado,Informática,7,2404.72,Loja Norte,Débito,SP,Porto Alegre,16833.039999999997
Mouse,Acessórios,7,2028.4,Loja Norte,Crédito,MG,Porto Alegre,14198.800000000001
Impressora,Informática,5,3622.96,Loja Sul,Boleto,RS,Belo Horizonte,18114.8
Teclado,Periféricos,6,4767.37,Loja Sul,Crédito,RS,Salvador,28604.22
Impressora,Acessórios,1,3780.11,Loja Centro,Crédito,MG,Salvador,3780.11
Laptop,Periféricos,4,938.27,Loja Oeste,Boleto,RJ,Belo Horizonte,3753.08
Laptop,Acessórios,4,4680.83,Loja Oeste,Débito,RJ,Salvador,18723.32
Smartwatch,Informática,8,1991.06,Loja Oeste,Débito,RJ,São Paulo,15928.48
Headset,Periféricos,2,2397.24,Loja Centro,Boleto,SP,Belo Horizonte,4794.48
Smartphone,Informática,1,2136.8,Loja Leste,Crédito,SP,Salvador,2136.8
Smartphone,Acessórios,7,1438.71,Loja Oeste,Débito,RS,Belo Horizonte,10070.970000000001
Impressora,Periféricos,6,4480.47,Loja Oeste,Crédito,RJ,São Paulo,26882.82
Smartwatch,Eletrônicos,5,1694.58,Loja Norte,Boleto,RJ,São Paulo,8472.9
Smartphone,Informática,8,2914.05,Loja Norte,Débito,MG,Rio de Janeiro,23312.4
Mouse,Acessórios,2,1238.17,Loja Leste,Débito,RS,Salvador,2476.34
Smartphone,Periféricos,2,3997.01,Loja Sul,Débito,SP,São Paulo,7994.02
Monitor,Informática,9,3882.28,Loja Centro,Boleto,RS,São Paulo,34940.520000000004
Tablet,Periféricos,1,1516.75,Loja Oeste,Boleto,RJ,São Paulo,1516.75
Smartwatch,Informática,6,3423.69,Loja Centro,Boleto,RJ,Rio de Janeiro,20542.14
Mouse,Informática,3,3534.17,Loja Norte,Crédito,SP,Salvador,10602.51
Teclado,Informática,5,2834.43,Loja Centro,Crédito,SP,Belo Horizonte,14172.15
Mouse,Periféricos,8,3022.96,Loja Norte,Crédito,RS,Rio de Janeiro,24183.68
Headset,Periféricos,7,2893.55,Loja Centro,Débito,BA,Salvador,20254.850000000002
Teclado,Informática,4,455.23,Loja Norte,Débito,RJ,São Paulo,1820.92
Webcam,Eletrônicos,8,3367.81,Loja Centro,Débito,RJ,Rio de Janeiro,26942.48
Tablet,Eletrônicos,2,2375.39,Loja Oeste,Boleto,BA,Porto Alegre,4750.78
Tablet,Eletrônicos,7,2220.36,Loja Oeste,Boleto,RS,Porto Alegre,15542.52
Tablet,Acessórios,5,4307.0,Loja Leste,Débito,MG,São Paulo,21535.0
Tablet,Eletrônicos,6,164.97,Loja Centro,Boleto,MG,Salvador,989.8199999999999
Impressora,Periféricos,3,1294.01,Loja Sul,Crédito,RJ,Salvador,3882.0299999999997
Tablet,Eletrônicos,7,650.95,Loja Leste,Crédito,MG,Rio de Janeiro,4556.650000000001
Tablet,Periféricos,7,224.94,Loja Centro,Boleto,RS,Porto Alegre,1574.58
Tablet,Acessórios,2,1414.6,Loja Sul,Crédito,MG,Salvador,2829.2
Smartwatch,Periféricos,1,4942.96,Loja Oeste,Crédito,SP,Rio de Janeiro,4942.96
Impressora,Periféricos,2,1387.63,Loja Oeste,Crédito,RS,Rio de Janeiro,2775.26
Laptop,Periféricos,8,3335.34,Loja Oeste,Débito,BA,Porto Alegre,26682.72
Mouse,Eletrônicos,3,635.58,Loja Sul,Boleto,RJ,São Paulo,1906.7400000000002
Mouse,Informática,4,3029.15,Loja Norte,Boleto,RS,Rio de Janeiro,12116.6
Teclado,Periféricos,8,4923.18,Loja Centro,Débito,MG,São Paulo,39385.44
Smartwatch,Eletrônicos,3,1494.6,Loja Leste,Crédito,RS,Porto Alegre,4483.799999999999
Monitor,Eletrônicos,6,4247.97,Loja Leste,Débito,BA,Rio de Janeiro,25487.82
Mouse,Eletrônicos,2,4987.98,Loja Oeste,Crédito,RS,Belo Horizonte,9975.96
Smartphone,Informática,3,2963.34,Loja Norte,Débito,BA,Porto Alegre,8890.02
Monitor,Informática,1,1581.54,Loja Centro,Crédito,BA,Porto Alegre,1581.54
Tablet,Informática,9,3383.98,Loja Centro,Débito,RS,Belo Horizonte,30455.82
Tablet,Informática,4,4232.0,Loja Leste,Débito,RJ,Porto Alegre,16928.0
Impressora,Acessórios,6,898.18,Loja Leste,Crédito,RJ,Belo Horizonte,5389.08
Monitor,Informática,7,2289.95,Loja Leste,Crédito,MG,Belo Horizonte,16029.649999999998
Smartphone,Informática,2,1629.98,Loja Centro,Boleto,RS,Porto Alegre,3259.96
Impressora,Informática,8,1452.63,Loja Leste,Boleto,RS,Belo Horizonte,11621.04
Teclado,Periféricos,9,4311.07,Loja Centro,Débito,SP,Belo Horizonte,38799.63
Monitor,Periféricos,2,2137.19,Loja Oeste,Débito,RJ,Porto Alegre,4274.38
Smartwatch,Informática,5,1728.43,Loja Norte,Boleto,BA,Belo Horizonte,8642.15
Tablet,Acessórios,2,3037.38,Loja Leste,Boleto,SP,São Paulo,6074.76
Tablet,Periféricos,5,1136.04,Loja Centro,Crédito,RS,Porto Alegre,5680.2
Headset,Eletrônicos,7,1187.97,Loja Oeste,Boleto,SP,Porto Alegre,8315.79
Impressora,Periféricos,6,2625.43,Loja Sul,Débito,RJ,São Paulo,15752.579999999998
Laptop,Eletrônicos,4,2075.9,Loja Oeste,Boleto,RS,Salvador,8303.6
Laptop,Periféricos,2,1510.16,Loja Norte,Boleto,RJ,Rio de Janeiro,3020.32
Impressora,Informática,7,317.06,Loja Oeste,Boleto,SP,Belo Horizonte,2219.42
Smartwatch,Periféricos,9,2627.83,Loja Leste,Boleto,MG,Belo Horizonte,23650.47
Webcam,Informática,1,4092.22,Loja Leste,Débito,BA,Rio de Janeiro,4092.22
Impressora,Informática,3,4264.32,Loja Sul,Boleto,BA,Belo Horizonte,12792.96
Smartwatch,Periféricos,7,1215.43,Loja Centro,Boleto,MG,Belo Horizonte,8508.01
Teclado,Eletrônicos,9,3018.22,Loja Oeste,Débito,MG,São Paulo,27163.98
Tablet,Eletrônicos,5,4286.61,Loja Sul,Boleto,MG,São Paulo,21433.05
Smartphone,Periféricos,7,2073.19,Loja Leste,Débito,RJ,São Paulo,14512.33
Webcam,Informática,7,4664.08,Loja Centro,Boleto,RS,São Paulo,32648.559999999998
Monitor,Eletrônicos,4,4519.74,Loja Centro,Boleto,MG,Porto Alegre,18078.96
Webcam,Acessórios,5,1080.26,Loja Norte,Boleto,RJ,Belo Horizonte,5401.3
Smartphone,Informática,2,1331.88,Loja Leste,Crédito,SP,Rio de Janeiro,2663.76
Headset,Periféricos,8,943.19,Loja Centro,Boleto,SP,Belo Horizonte,7545.52
Tablet,Informática,1,1020.47,Loja Norte,Débito,MG,Porto Alegre,1020.47
Laptop,Acessórios,2,4543.92,Loja Norte,Crédito,SP,Porto Alegre,9087.84
Smartwatch,Acessórios,3,4659.13,Loja Leste,Boleto,MG,Belo Horizonte,13977.39
Impressora,Eletrônicos,7,306.89,Loja Centro,Débito,SP,Belo Horizonte,2148.23
Impressora,Acessórios,6,2988.34,Loja Centro,Boleto,SP,São Paulo,17930.04
Laptop,Informática,7,2842.95,Loja Oeste,Débito,RS,Porto Alegre,19900.649999999998
Webcam,Eletrônicos,5,1983.21,Loja Centro,Boleto,RS,Belo Horizonte,9916.05
Tablet,Acessórios,4,3176.9,Loja Norte,Débito,SP,Rio de Janeiro,12707.6
Mouse,Eletrônicos,7,4739.47,Loja Sul,Débito,RS,Rio de Janeiro,33176.29
Smartwatch,Eletrônicos,3,892.76,Loja Leste,Crédito,MG,São Paulo,2678.2799999999997
Teclado,Periféricos,7,646.03,Loja Sul,Crédito,BA,São Paulo,4522.21
Smartphone,Eletrônicos,2,215.28,Loja Centro,Débito,MG,Belo Horizonte,430.56
Webcam,Eletrônicos,8,1850.97,Loja Norte,Débito,RS,Rio de Janeiro,14807.76
Monitor,Acessórios,6,1721.26,Loja Sul,Crédito,RJ,Porto Alegre,10327.56
Headset,Informática,3,2182.56,Loja Leste,Débito,SP,Salvador,6547.68
Impressora,Informática,3,2541.38,Loja Oeste,Boleto,RS,Rio de Janeiro,7624.14
Webcam,Acessórios,5,3801.23,Loja Sul,Boleto,RS,Porto Alegre,19006.15
Headset,Informática,3,1990.96,Loja Oeste,Débito,RS,Rio de Janeiro,5972.88
Smartphone,Eletrônicos,6,1686.53,Loja Centro,Débito,MG,Belo Horizonte,10119.18
Impressora,Periféricos,2,4143.05,Loja Centro,Crédito,SP,Salvador,8286.1
Impressora,Eletrônicos,8,4256.49,Loja Leste,Crédito,BA,Salvador,34051.92
Mouse,Eletrônicos,9,1202.19,Loja Oeste,Débito,RS,Belo Horizonte,10819.710000000001
Webcam,Periféricos,7,1607.63,Loja Oeste,Boleto,RJ,Belo Horizonte,11253.41
Tablet,Acessórios,3,4134.33,Loja Leste,Crédito,SP,São Paulo,12402.99
Laptop,Eletrônicos,4,443.07,Loja Sul,Boleto,BA,Porto Alegre,1772.28
Laptop,Eletrônicos,2,1662.94,Loja Leste,Boleto,RJ,Porto Alegre,3325.88
Teclado,Acessórios,9,2269.33,Loja Centro,Boleto,BA,São Paulo,20423.97
Monitor,Eletrônicos,5,976.0,Loja Oeste,Boleto,BA,Porto Alegre,4880.0
Headset,Eletrônicos,2,940.58,Loja Norte,Crédito,SP,Salvador,1881.16
Webcam,Informática,6,2153.07,Loja Norte,Débito,MG,Rio de Janeiro,12918.420000000002
Smartwatch,Acessórios,7,3784.88,Loja Centro,Débito,RJ,Salvador,26494.16
Monitor,Eletrônicos,2,4209.15,Loja Oeste,Crédito,RS,São Paulo,8418.3
Mouse,Eletrônicos,1,4897.21,Loja Oeste,Boleto,BA,Porto Alegre,4897.21
Impressora,Periféricos,7,416.22,Loja Leste,Débito,RJ,Porto Alegre,2913.54
Tablet,Periféricos,1,1122.58,Loja Sul,Débito,SP,Rio de Janeiro,1122.58
Webcam,Periféricos,3,3795.32,Loja Leste,Débito,RJ,Rio de Janeiro,11385.960000000001
Monitor,Eletrônicos,4,2725.96,Loja Norte,Boleto,RS,Rio de Janeiro,10903.84
Monitor,Eletrônicos,2,1672.01,Loja Oeste,Débito,RS,Salvador,3344.02
Tablet,Periféricos,7,1067.67,Loja Sul,Crédito,SP,São Paulo,7473.6900000000005
Teclado,Informática,5,1438.36,Loja Leste,Débito,RJ,São Paulo,7191.799999999999
Headset,Informática,1,2174.98,Loja Sul,Débito,MG,São Paulo,2174.98
Headset,Informática,8,926.9,Loja Norte,Crédito,MG,Salvador,7415.2
Monitor,Informática,7,4822.92,Loja Sul,Boleto,BA,Belo Horizonte,33760.44
Smartphone,Acessórios,4,582.56,Loja Oeste,Débito,BA,Porto Alegre,2330.24
Monitor,Periféricos,2,4928.61,Loja Sul,Boleto,RJ,Salvador,9857.22
Monitor,Eletrônicos,7,4217.37,Loja Sul,Boleto,BA,São Paulo,29521.59
Tablet,Periféricos,2,2144.6,Loja Leste,Boleto,RS,Salvador,4289.2
Impressora,Informática,6,3712.09,Loja Sul,Débito,SP,Salvador,22272.54
Tablet,Eletrônicos,1,3374.0,Loja Sul,Débito,BA,Belo Horizonte,3374.0
Webcam,Acessórios,7,1105.77,Loja Norte,Crédito,MG,Rio de Janeiro,7740.389999999999
Monitor,Periféricos,7,1728.4,Loja Sul,Boleto,RS,São Paulo,12098.800000000001
Headset,Eletrônicos,4,2589.96,Loja Leste,Crédito,MG,Salvador,10359.84
Smartwatch,Eletrônicos,4,3207.33,Loja Leste,Débito,BA,Rio de Janeiro,12829.32
Headset,Informática,5,2737.33,Loja Oeste,Débito,BA,Porto Alegre,13686.65
Laptop,Informática,2,2391.29,Loja Norte,Crédito,RS,Porto Alegre,4782.58
Teclado,Periféricos,9,2243.6,Loja Centro,Crédito,MG,Porto Alegre,20192.399999999998
Mouse,Acessórios,4,2516.41,Loja Oeste,Boleto,SP,Salvador,10065.64
Webcam,Eletrônicos,9,2200.04,Loja Sul,Débito,SP,Salvador,19800.36
Webcam,Informática,3,2729.58,Loja Norte,Boleto,RS,Belo Horizonte,8188.74
Teclado,Periféricos,9,4445.53,Loja Oeste,Boleto,BA,São Paulo,40009.77
Smartwatch,Informática,1,3182.51,Loja Leste,Débito,RS,Rio de Janeiro,3182.51
Mouse,Periféricos,7,3626.97,Loja Norte,Débito,MG,Porto Alegre,25388.789999999997
Impressora,Informática,4,3007.54,Loja Norte,Boleto,SP,Rio de Janeiro,12030.16
Monitor,Acessórios,7,3232.94,Loja Sul,Crédito,BA,Belo Horizonte,22630.58
Mouse,Eletrônicos,6,2912.83,Loja Norte,Débito,MG,Porto Alegre,17476.98
Smartwatch,Informática,4,182.99,Loja Norte,Boleto,SP,Rio de Janeiro,731.96
Smartphone,Eletrônicos,4,4998.01,Loja Centro,Crédito,SP,São Paulo,19992.04
Laptop,Periféricos,8,216.37,Loja Sul,Boleto,RJ,São Paulo,1730.96
Mouse,Acessórios,7,2005.98,Loja Norte,Débito,BA,Belo Horizonte,14041.86
Mouse,Eletrônicos,4,570.32,Loja Norte,Crédito,RS,Rio de Janeiro,2281.28
Laptop,Informática,6,529.8,Loja Centro,Crédito,RJ,Belo Horizonte,3178.7999999999997
Monitor,Eletrônicos,6,3977.96,Loja Centro,Crédito,SP,Belo Horizonte,23867.760000000002
Mouse,Eletrônicos,1,2158.33,Loja Leste,Débito,BA,Belo Horizonte,2158.33
Laptop,Periféricos,2,4015.64,Loja Sul,Débito,BA,Salvador,8031.28
Laptop,Acessórios,4,1400.29,Loja Centro,Boleto,RJ,São Paulo,5601.16
Laptop,Acessórios,6,1319.49,Loja Norte,Boleto,MG,Salvador,7916.9400000000005
Tablet,Eletrônicos,6,1293.6,Loja Centro,Débito,MG,Salvador,7761.599999999999
Smartwatch,Eletrônicos,1,3099.92,Loja Oeste,Boleto,RS,São Paulo,3099.92
Tablet,Periféricos,8,4084.25,Loja Leste,Crédito,BA,Belo Horizonte,32674.0
Smartphone,Eletrônicos,2,2288.69,Loja Leste,Débito,RJ,Rio de Janeiro,4577.38
Impressora,Periféricos,5,1927.28,Loja Sul,Débito,SP,Belo Horizonte,9636.4
Tablet,Acessórios,4,4869.22,Loja Leste,Boleto,MG,Belo Horizonte,19476.88
Tablet,Acessórios,5,627.93,Loja Sul,Débito,RJ,Salvador,3139.6499999999996
Smartwatch,Periféricos,5,2458.83,Loja Oeste,Crédito,RS,Rio de Janeiro,12294.15
Impressora,Eletrônicos,8,2072.01,Loja Norte,Débito,RS,São Paulo,16576.08
Teclado,Acessórios,7,535.73,Loja Oeste,Crédito,BA,Porto Alegre,3750.11
Laptop,Informática,9,1377.59,Loja Sul,Débito,RS,São Paulo,12398.31
Webcam,Periféricos,1,190.78,Loja Sul,Débito,RS,Rio de Janeiro,190.78
Impressora,Acessórios,6,4390.92,Loja Sul,Débito,MG,São Paulo,26345.52
Smartphone,Acessórios,6,3058.86,Loja Norte,Boleto,MG,Salvador,18353.16
Monitor,Acessórios,2,4084.34,Loja Sul,Boleto,RS,Rio de Janeiro,8168.68
Smartphone,Informática,8,2631.69,Loja Oeste,Crédito,BA,Porto Alegre,21053.52
Laptop,Informática,6,3017.57,Loja Norte,Boleto,MG,Porto Alegre,18105.420000000002
Impressora,Informática,9,3519.23,Loja Oeste,Débito,MG,Rio de Janeiro,31673.07
Smartphone,Eletrônicos,5,4544.66,Loja Norte,Boleto,RS,São Paulo,22723.3
Smartphone,Periféricos,7,504.17,Loja Sul,Boleto,BA,Porto Alegre,3529.19
Teclado,Eletrônicos,6,1688.19,Loja Norte,Crédito,RS,Rio de Janeiro,10129.14
Teclado,Informática,5,3559.68,Loja Centro,Débito,SP,Rio de Janeiro,17798.399999999998
Impressora,Periféricos,6,4793.84,Loja Oeste,Crédito,SP,Rio de Janeiro,28763.04
Laptop,Eletrônicos,4,4905.0,Loja Centro,Boleto,BA,Belo Horizonte,19620.0
Tablet,Eletrônicos,3,3208.61,Loja Centro,Débito,SP,São Paulo,9625.83
Headset,Eletrônicos,1,1008.31,Loja Sul,Crédito,BA,Rio de Janeiro,1008.31
Mouse,Informática,1,640.08,Loja Sul,Crédito,SP,Rio de Janeiro,640.08
Webcam,Acessórios,6,4732.92,Loja Centro,Débito,RJ,Belo Horizonte,28397.52
Mouse,Periféricos,9,2197.94,Loja Norte,Crédito,MG,Salvador,19781.46
